Age,Education,Black,Hispanic,Married,NoDegree,RE74,Treatment,RE78
18,10,1,0,0,1,1642.365,0,0
18,10,1,0,0,1,0,0,9602.439
17,11,1,0,0,1,3796.029,0,0
18,6,0,1,0,1,6142.681,0,3825.308
19,11,1,0,0,1,2445.589,0,9772.283
18,8,0,1,0,1,0,0,10798.56
18,11,1,0,0,1,0,0,4657.273
17,11,1,0,0,1,0,0,8551.533
19,10,1,0,0,1,0,0,4309.878
19,10,1,0,0,1,0,0,5286.396
18,9,1,0,0,1,0,0,12486.17
18,10,1,0,0,1,2285.03,0,3268.938
18,11,1,0,0,1,2292.171,0,4994.227
18,10,1,0,0,1,273.5525,0,5514.365
18,9,0,1,0,1,2684.91,0,2978.669
18,9,1,0,0,1,0,0,10877.35
18,12,1,0,0,0,1405.512,0,0
18,9,0,1,0,1,1646.51,0,1065.672
19,11,1,0,0,1,393.8598,0,2481.518
18,7,0,1,1,1,2672.202,0,6330.888
19,11,0,0,0,1,823.2544,0,2649.599
18,8,0,1,0,1,2483.852,0,11135.53
17,8,1,0,0,1,1178.219,0,14380.17
18,10,1,0,0,1,0,0,202.2847
17,10,1,0,0,1,1726.439,0,11061.62
17,10,1,0,0,1,664.569,0,0
20,10,1,0,0,1,690.192,0,10864.88
18,10,1,0,0,1,1428.144,0,11602.94
19,11,1,0,0,1,705.1964,0,0
17,10,1,0,0,1,0,0,2657.705
18,7,1,0,0,1,0,0,4132.577
18,11,1,0,0,1,0,0,11303.14
20,9,1,0,0,1,2483.852,0,0
19,10,0,1,0,1,0,0,0
18,9,1,0,0,1,0,0,0
17,10,1,0,0,1,0,0,0
17,11,1,0,0,1,1156.797,0,6365.031
17,10,1,0,0,1,0,0,2189.426
18,9,1,0,0,1,490.4656,0,3480.847
19,11,1,0,0,1,0,0,0
17,8,0,0,0,1,0,0,10210.99
18,10,1,0,0,1,0,0,11048.08
18,9,1,0,0,1,0,0,0
17,9,1,0,0,1,2595.267,0,0
17,8,1,0,0,1,0,0,8993.865
17,8,1,0,0,1,2036.79,0,0
19,9,0,1,0,1,2750.841,0,15581.44
17,9,1,0,0,1,620.9627,0,18085.73
19,10,1,0,0,1,1428.144,0,4687.937
19,6,0,1,0,1,0,0,5071.801
20,11,1,0,0,1,1633.202,0,1310.727
19,10,0,0,0,1,0,0,3194.01
17,11,0,0,0,1,0,0,0
18,9,0,0,0,1,559.596,0,7300.498
20,11,1,0,0,1,7666.875,0,7659.218
20,10,1,0,0,1,2856.287,0,18347.26
20,9,1,0,0,1,0,0,5193.089
19,9,1,0,0,1,2642.067,0,2652.625
18,10,1,0,0,1,2456.994,0,13674.75
19,11,1,0,0,1,4503.064,0,0
17,9,1,0,0,1,0,0,0
18,9,1,0,0,1,1413.863,0,3475.52
17,11,1,0,0,1,165.2077,0,4251.127
17,10,1,0,0,1,0,0,275.5661
19,10,1,0,0,1,604.1539,0,0
17,10,0,1,0,1,1168.902,0,11306.27
20,9,1,0,0,1,9691.033,0,8562.603
17,9,1,0,0,1,0,0,3590.702
19,11,1,0,0,1,0,0,0
17,10,0,0,0,1,2465.613,0,4211.662
19,10,1,0,1,1,0,0,12797.67
20,9,1,0,0,1,0,0,2035.914
18,11,1,0,0,1,1170.327,0,604.2287
18,10,0,1,1,1,1922.625,0,4768.354
18,9,1,0,0,1,0,0,2389.679
18,11,1,0,0,1,0,0,0
20,10,1,0,0,1,2749.977,0,6867.741
17,10,0,1,0,1,0,0,8469.275
19,11,1,0,0,1,0,0,0
19,9,1,0,0,1,1537.929,0,4188.736
17,10,1,0,0,1,0,0,1143.387
20,11,1,0,0,1,8012.085,0,18155.83
17,8,1,0,0,1,768.8102,0,3020.948
18,8,0,0,0,1,1345.909,0,1725.592
20,10,1,0,0,1,825.2301,0,0
17,9,0,1,0,1,0,0,5114.814
17,9,1,0,0,1,1206.441,0,0
19,11,1,0,0,1,0,0,0
18,10,1,0,0,1,0,0,781.2243
47,12,0,0,0,0,0,0,0
50,12,1,0,1,0,0,0,0
44,12,0,0,0,0,0,0,0
28,12,1,0,1,0,0,0,0
54,12,0,0,1,0,0,0,0
55,12,0,1,1,0,0,0,0
47,12,0,0,1,0,0,0,0
25,12,1,0,0,0,0,0,0
44,12,0,0,1,0,0,0,0
50,12,1,0,1,0,0,0,0
23,12,1,0,0,0,0,0,4728.725
49,14,0,0,1,0,0,0,0
55,14,0,0,1,0,0,0,0
34,14,1,0,1,0,0,0,0
34,16,0,0,1,0,0,0,11821.813
55,13,0,1,1,0,0,0,0
52,12,0,0,1,0,0,0,0
52,15,0,0,1,0,0,0,0
30,16,0,0,1,0,0,0,0
21,12,0,0,0,0,0,0,0
30,17,0,0,0,0,0,0,0
44,12,0,0,1,0,0,0,0
46,12,0,0,0,0,0,0,0
53,17,0,0,1,0,0,0,0
26,16,0,0,0,0,0,0,9014.1321
49,12,0,0,1,0,0,0,13299.539
39,15,0,0,1,0,0,0,1921.0445
26,17,0,0,1,0,0,0,11821.813
32,16,0,0,1,0,0,0,0
34,12,0,0,1,0,0,0,0
31,14,0,0,1,0,0,0,0
39,17,0,1,1,0,0,0,8866.3594
40,17,0,0,1,0,0,0,0
31,12,0,0,1,0,0,0,0
27,13,0,0,1,0,0,0,28076.805
48,12,0,0,1,0,0,0,0
41,13,0,0,1,0,0,0,0
26,14,0,0,0,0,0,0,0
50,17,0,0,0,0,0,0,0
48,12,0,0,1,0,0,0,12930.108
45,16,0,0,1,0,0,0,0
37,13,0,0,1,0,0,0,0
33,12,0,0,1,0,0,0,0
31,12,0,0,1,0,0,0,0
36,12,1,0,1,0,0,0,17732.719
44,13,0,0,1,0,0,0,0
28,17,0,0,1,0,0,0,0
30,17,0,0,1,0,0,0,0
42,16,0,0,1,0,0,0,0
30,12,0,0,1,0,0,0,0
27,16,0,0,1,0,0,0,0
37,12,0,0,1,0,0,0,0
37,12,0,0,1,0,0,0,0
45,12,0,0,1,0,0,0,22165.899
35,16,0,0,1,0,0,0,0
37,17,0,0,1,0,0,0,66497.696
27,17,0,0,1,0,0,0,0
47,14,0,0,1,0,0,0,0
48,12,0,0,1,0,0,0,0
42,12,0,0,1,0,0,0,0
43,12,0,0,1,0,0,0,0
46,12,0,0,1,0,0,0,0
46,12,0,0,1,0,0,0,0
46,12,0,0,1,0,0,0,0
29,16,0,0,1,0,0,0,8396.4424
39,13,0,0,1,0,0,0,0
32,12,0,0,1,0,0,0,0
48,16,0,0,1,0,0,0,0
48,16,0,0,1,0,0,0,0
41,13,0,0,1,0,0,0,0
42,13,0,0,1,0,0,0,0
42,13,0,0,1,0,0,0,0
42,13,0,0,1,0,0,0,0
54,13,0,0,1,0,0,0,0
29,14,0,0,1,0,0,0,0
54,12,0,0,1,0,0,0,0
54,12,0,0,1,0,0,0,0
26,14,0,0,1,0,0,0,0
43,17,0,0,1,0,0,0,36943.164
54,12,0,0,1,0,0,0,0
37,12,0,0,1,0,0,0,0
54,16,0,0,1,0,0,0,0
48,17,0,0,1,0,0,0,0
44,12,0,0,1,0,0,0,0
54,12,0,0,1,0,0,0,0
38,12,0,0,1,0,0,0,0
37,13,0,0,1,0,0,0,0
27,17,0,0,1,0,0,0,0
51,12,0,0,1,0,0,0,0
39,12,0,0,1,0,0,0,0
55,14,0,0,1,0,0,0,0
54,13,0,0,1,0,0,0,0
54,13,0,0,1,0,0,0,0
34,12,0,0,1,0,0,0,0
50,14,0,0,1,0,0,0,0
50,12,0,0,1,0,0,0,0
21,14,0,1,0,0,71.612903,0,3657.3733
26,12,0,0,1,0,71.612903,0,0
21,13,0,0,0,0,692.85484,0,2659.9078
23,16,0,0,1,0,1521.7742,0,0
21,15,0,0,0,0,3222.5806,0,14777.266
23,14,0,0,0,0,3401.6129,0,5319.8157
27,16,0,0,1,0,4833.871,0,0
25,12,0,0,1,0,5729.0323,0,26599.078
27,17,0,0,0,0,6087.0968,0,7388.6329
55,12,0,0,1,0,6266.129,0,10344.086
20,12,0,0,1,0,7161.2903,0,0
18,12,0,0,1,0,8056.4516,0,19210.445
27,12,0,0,1,0,8235.4839,0,20688.172
28,16,0,0,1,0,8951.6129,0,36943.164
36,12,1,0,1,0,8951.6129,0,11821.813
33,13,1,0,1,0,10741.935,0,20688.172
36,12,0,0,1,0,10741.935,0,0
27,13,0,0,1,0,16112.903,0,29554.531
45,17,0,0,1,0,16112.903,0,17732.719
45,17,0,0,1,0,16112.903,0,17732.719
45,17,0,0,1,0,16112.903,0,17732.719
31,12,0,0,1,0,17903.226,0,0
34,12,0,0,1,0,17903.226,0,63542.243
34,12,0,0,1,0,17903.226,0,63542.243
47,14,0,0,1,0,17903.226,0,22165.899
35,16,0,0,1,0,19693.548,0,17732.719
43,17,0,0,1,0,21161.613,0,29554.531
25,12,1,0,1,0,21483.871,0,1220.6022
29,15,0,0,0,0,21483.871,0,22313.671
31,12,0,0,1,0,21483.871,0,20688.172
52,12,0,0,1,0,21483.871,0,22165.899
22,16,0,0,0,0,22558.065,0,32509.985
53,15,0,0,1,0,24169.355,0,28076.805
29,17,0,0,1,0,25959.677,0,36898.833
31,13,0,0,1,0,25959.677,0,39898.618
35,12,0,0,1,0,26138.71,0,29554.531
29,16,0,0,1,0,26854.839,0,23643.625
39,12,0,0,1,0,28645.161,0,31032.258
37,14,0,0,1,0,32225.806,0,0
30,14,0,0,1,0,32225.806,0,22165.899
43,17,0,0,1,0,42251.613,0,41376.344
32,17,0,0,1,0,46548.387,0,39898.618
44,12,0,0,1,0,71612.903,0,81274.962
32,16,0,0,1,0,6910.6452,0,18609.011
43,12,1,0,1,0,1879.8387,0,5910.9063
24,12,1,0,0,0,0,0,10344.086
22,13,0,0,0,0,0,0,2305.2535
35,15,0,0,1,0,537.09677,0,0
26,15,0,0,0,0,1879.8387,0,3250.9985
29,17,0,0,1,0,8951.6129,0,0
23,12,1,0,0,0,3222.5806,0,5910.9063
19,12,0,0,1,0,8593.5484,0,26599.078
48,16,0,0,1,0,1466.2742,0,1152.6267
48,16,0,0,1,0,1466.2742,0,1152.6267
22,12,1,0,1,0,0,0,0
20,12,1,0,0,0,12532.258,0,2955.4531
24,17,0,0,1,0,0,0,24825.806
27,16,0,0,1,0,1253.2258,0,4363.7266
21,14,0,0,0,0,2685.4839,0,11082.949
53,13,0,0,1,0,3938.7097,0,4728.725
53,13,0,0,1,0,3938.7097,0,4728.725
53,16,0,0,1,0,0,0,2955.4531
22,15,0,0,1,0,5370.9677,0,22165.899
21,15,0,0,0,0,9667.7419,0,4137.6344
30,12,0,0,1,0,1790.3226,0,1477.7266
21,12,1,0,0,0,5460.4839,0,1152.6267
27,16,0,0,1,0,17545.161,0,21427.035
22,15,0,0,0,0,2864.5161,0,5024.2704
22,12,1,0,1,0,2470.6452,0,0
23,13,0,0,1,0,5370.9677,0,11378.495
33,12,0,0,1,0,0,0,2770.7373
24,13,0,0,0,0,3127.6935,0,14777.266
20,12,1,0,0,0,4475.8065,0,17732.719
22,16,0,0,0,0,23274.194,0,25860.215
19,12,0,0,1,0,10741.935,0,0
22,15,0,0,1,0,17187.097,0,25860.215
43,14,0,0,1,0,0,0,6992.6022
39,12,0,0,1,0,7161.2903,0,11821.813
28,12,1,0,0,0,2864.5161,0,0
19,14,0,0,0,0,3222.5806,0,0
26,17,0,0,1,0,12532.258,0,23643.625
18,12,0,0,1,0,11100,0,20688.172
23,15,0,0,1,0,2506.4516,0,9974.6544
24,12,1,0,0,0,4654.8387,0,11821.813
27,12,0,0,1,0,0,0,5910.9063
29,17,0,0,1,0,15217.742,0,24382.488
22,12,1,0,0,0,17133.387,0,11821.813
27,12,0,0,1,0,254.22581,0,1090.5622
27,15,0,0,1,0,4654.8387,0,19210.445
20,12,1,0,0,0,8951.6129,0,13299.539
27,12,1,0,1,0,1994.4194,0,17732.719
23,12,1,0,1,0,2864.5161,0,8866.3594
23,12,1,0,1,0,11637.097,0,9752.9954
22,12,0,0,1,0,15396.774,0,39898.618
31,12,1,0,1,0,18440.323,0,24973.579
26,17,0,0,0,0,11637.097,0,9457.4501
20,12,0,0,1,0,0,0,4433.1797
30,17,0,0,1,0,4296.7742,0,22476.221
42,16,0,0,0,0,17903.226,0,16254.992
21,14,0,0,1,0,9309.6774,0,23052.535
25,16,0,0,1,0,2954.0323,0,0
27,15,0,0,1,0,0,0,0
26,17,0,0,1,0,19693.548,0,26599.078
29,16,0,0,1,0,17187.097,0,23643.625
20,12,0,0,0,0,716.12903,0,0
52,12,0,0,1,0,0,0,0
23,17,0,0,0,0,2148.3871,0,33987.711
21,14,0,0,1,0,7161.2903,0,17141.628
24,16,0,0,0,0,8951.6129,0,17732.719
30,17,0,0,1,0,12084.677,0,5172.043
25,17,0,0,0,0,17414.468,0,5030.1813
21,12,0,0,1,0,6803.2258,0,7388.6329
28,12,0,0,1,0,10741.935,0,9014.1321
20,12,0,0,1,0,6266.129,0,15244.227
36,16,0,0,0,0,4833.871,0,5319.8157
19,12,1,0,0,0,8056.4516,0,12117.358
21,12,1,0,1,0,3043.5484,0,10048.541
47,12,0,0,1,0,9513.7742,0,5319.8157
24,16,0,0,1,0,4833.871,0,33987.711
24,12,1,0,1,0,8951.6129,0,17732.719
25,17,0,0,1,0,10562.903,0,30101.29
21,16,0,0,1,0,10562.903,0,16993.856
31,12,1,0,1,0,11064.194,0,15959.447
26,14,0,0,1,0,13427.419,0,31032.258
22,12,1,0,0,0,10367.758,0,5763.1336
20,13,1,0,0,0,12532.258,0,14777.266
20,13,0,1,1,0,10025.806,0,27337.942
27,14,0,0,1,0,0,0,26007.988
26,12,0,0,0,0,11637.097,0,10344.086
23,17,0,0,1,0,5370.9677,0,0
23,12,1,0,0,0,12532.258,0,14186.175
22,12,1,0,0,0,4475.8065,0,0
21,12,1,0,0,0,11458.065,0,11208.556
21,12,0,0,1,0,12532.258,0,25121.352
28,14,0,0,1,0,7877.4194,0,13742.857
27,12,1,0,1,0,0,0,8275.2688
25,14,0,0,0,0,1790.3226,0,0
30,12,0,0,1,0,3222.5806,0,3250.9985
27,13,1,0,1,0,4096.2581,0,24514.006
22,13,0,0,0,0,6266.129,0,17363.287
23,16,0,0,1,0,14143.548,0,22165.899
24,12,1,0,1,0,14322.581,0,26599.078
19,13,0,0,0,0,15217.742,0,17732.719
21,14,0,0,1,0,11407.935,0,17141.628
29,17,0,0,1,0,7161.2903,0,8866.3594
27,16,0,0,1,0,11637.097,0,25121.352
28,15,0,0,1,0,15217.742,0,9161.9048
26,12,0,0,1,0,0,0,2955.4531
54,12,0,0,1,0,0,0,0
28,15,1,0,0,0,0,0,12708.449
27,15,0,0,1,0,10741.935,0,18471.582
26,13,0,0,0,0,5729.0323,0,9605.2227
21,12,0,0,1,0,7934.7097,0,0
53,14,1,0,1,0,8421.6774,0,8127.4962
21,13,0,0,1,0,12743.516,0,11082.949
22,13,0,0,0,0,3759.6774,0,16254.992
27,16,0,0,0,0,0,0,0
37,15,0,1,1,0,179.03226,0,11821.813
33,13,0,0,0,0,3580.6452,0,16254.992
19,12,1,0,0,0,3759.6774,0,3694.3164
28,12,0,0,1,0,4475.8065,0,15663.902
32,12,1,0,1,0,5370.9677,0,8866.3594
24,12,0,0,0,0,5370.9677,0,5910.9063
22,12,0,0,0,0,7497.871,0,17732.719
20,12,1,0,1,0,8951.6129,0,20688.172
23,12,0,0,1,0,8951.6129,0,12058.249
27,12,1,0,1,0,8951.6129,0,2210.679
23,12,1,0,1,0,12532.258,0,21870.353
19,12,0,1,1,0,12532.258,0,13299.539
27,14,0,0,0,0,14322.581,0,16254.992
22,16,0,0,1,0,16112.903,0,16254.992
42,12,0,0,1,0,16112.903,0,15516.129
20,13,0,0,0,0,17491.452,0,2216.5899
29,13,0,0,0,0,0,0,0
23,12,1,0,1,0,13427.419,0,4433.1797
19,12,0,0,1,0,9309.6774,0,11963.674
21,12,1,0,1,0,13092.629,0,10583.478
26,12,0,0,1,0,13606.452,0,11969.585
21,16,0,0,0,0,22379.032,0,27337.942
24,12,1,0,1,0,15416.468,0,8335.8556
29,12,0,0,1,0,5908.0645,0,14481.72
26,12,1,0,1,0,8593.5484,0,10344.086
23,14,1,0,1,0,10398.194,0,13003.994
25,12,0,0,0,0,9130.6452,0,15811.674
21,12,0,0,1,0,5729.0323,0,18096.24
25,12,1,0,0,0,6266.129,0,10344.086
22,12,0,0,1,0,9939.871,0,15486.575
22,12,0,0,1,0,10741.935,0,19653.763
23,12,1,0,1,0,12174.194,0,18471.582
18,12,0,0,0,0,14322.581,0,22165.899
27,12,1,0,0,0,14322.581,0,19210.445
21,12,1,0,0,0,14859.677,0,5578.4178
25,12,0,0,1,0,16112.903,0,26599.078
21,13,0,0,1,0,17903.226,0,28224.578
27,12,0,0,1,0,44758.065,0,0
23,12,0,0,1,0,7161.2903,0,10416.495
21,12,0,0,1,0,14995.742,0,17732.719
23,14,1,0,1,0,12532.258,0,8866.3594
23,16,1,0,0,0,16490.661,0,19210.445
31,17,0,0,1,0,29465.129,0,39817.343
27,12,1,0,1,0,5370.9677,0,6649.7696
21,12,1,0,1,0,7161.2903,0,7388.6329
23,12,1,0,1,0,8271.2903,0,10403.195
19,12,0,0,1,0,5550,0,11526.267
46,12,0,0,1,0,8504.0323,0,10376.596
24,12,0,0,1,0,2864.5161,0,2216.5899
20,13,0,1,0,0,0,0,8275.2688
24,17,0,0,1,0,5370.9677,0,22904.762
23,12,0,0,1,0,9130.6452,0,11821.813
34,12,0,0,1,0,9166.4516,0,23475.164
35,12,0,0,1,0,9313.2581,0,11821.813
23,12,0,0,0,0,11834.032,0,16846.083
21,14,1,0,0,0,5370.9677,0,9900.768
21,12,0,1,1,0,8772.5806,0,10512.547
26,12,0,0,1,0,0,0,13299.539
23,13,0,0,1,0,8593.5484,0,23643.625
27,12,0,1,1,0,11279.032,0,14038.402
50,12,0,1,1,0,9846.7742,0,13299.539
27,12,1,0,1,0,0,0,11821.813
25,12,0,0,1,0,2685.4839,0,25121.352
21,12,1,0,1,0,4296.7742,0,14777.266
21,13,0,0,1,0,8593.5484,0,28787.591
33,12,1,0,0,0,8951.6129,0,0
19,12,0,0,1,0,9846.7742,0,20688.172
20,12,0,0,1,0,10204.839,0,29258.986
22,12,1,0,1,0,10741.935,0,11162.747
32,12,0,0,1,0,11458.065,0,11821.813
24,13,0,0,1,0,11458.065,0,11526.267
29,12,1,0,1,0,12532.258,0,19210.445
23,12,1,0,1,0,12532.258,0,11821.813
26,14,0,0,1,0,13427.419,0,20688.172
20,12,0,0,1,0,13427.419,0,10713.518
27,12,1,0,1,0,14322.581,0,11821.813
24,12,1,0,1,0,14322.581,0,33987.711
24,17,0,0,0,0,16112.903,0,36943.164
21,13,0,0,0,0,16112.903,0,20688.172
25,12,1,0,1,0,21483.871,0,6649.7696
30,12,1,0,1,0,25064.516,0,29554.531
26,12,1,0,0,0,10741.935,0,15619.57
22,12,0,0,0,0,14322.581,0,14777.266
47,12,0,0,1,0,10523.516,0,11283.92
22,12,0,0,0,0,15754.839,0,19949.309
31,12,1,0,1,0,8951.6129,0,9605.2227
35,12,0,0,1,0,9309.6774,0,11821.813
49,12,0,0,1,0,11082.097,0,6537.4624
25,13,1,0,0,0,15396.774,0,12486.79
23,12,0,0,1,0,10562.903,0,9221.0138
25,17,0,0,1,0,22004.855,0,49429.954
23,16,0,0,1,0,26854.839,0,11821.813
34,17,0,0,0,0,7161.2903,0,5910.9063
21,12,0,0,1,0,8056.4516,0,12117.358
27,12,1,0,0,0,3222.5806,0,8866.3594
23,12,0,0,1,0,5370.9677,0,11821.813
23,12,0,0,1,0,7161.2903,0,16993.856
32,17,0,0,0,0,7161.2903,0,0
27,12,1,0,1,0,8951.6129,0,7536.4055
24,12,1,0,0,0,9309.6774,0,8275.2688
34,12,0,0,1,0,11637.097,0,14186.175
29,12,0,0,1,0,12532.258,0,25860.215
28,14,0,0,1,0,13427.419,0,0
18,12,0,0,0,0,14322.581,0,21427.035
20,12,1,0,0,0,16372.5,0,29554.531
25,13,0,0,1,0,16739.516,0,18966.621
23,12,1,0,1,0,20481.29,0,29391.982
26,17,0,0,1,0,29182.258,0,35465.438
24,12,0,0,0,0,15754.839,0,20132.547
23,12,0,0,1,0,10204.839,0,31032.258
23,16,0,0,0,0,18798.387,0,20924.608
26,12,1,0,1,0,1074.1935,0,8866.3594
46,12,0,0,1,0,7161.2903,0,17732.719
23,12,1,0,1,0,7812.9677,0,14777.266
41,12,0,0,1,0,10741.935,0,12412.903
19,12,0,0,1,0,14143.548,0,24338.157
29,12,0,0,1,0,9041.129,0,26599.078
24,12,1,0,0,0,13069.355,0,10344.086
23,12,1,0,0,0,2685.4839,0,29216.132
22,12,0,0,1,0,4654.8387,0,13299.539
21,12,0,0,0,0,9667.7419,0,13299.539
27,12,0,0,1,0,12532.258,0,4137.6344
37,12,0,0,1,0,11372.129,0,8866.3594
44,12,0,0,1,0,7340.3226,0,27781.26
38,16,0,0,1,0,7877.4194,0,17732.719
34,12,0,0,1,0,0,0,11821.813
49,12,0,0,0,0,0,0,0
23,12,0,0,1,0,0,0,17732.719
28,14,1,0,1,0,0,0,25874.992
43,12,0,0,1,0,0,0,295.54531
28,16,0,0,0,0,6445.1613,0,0
29,12,1,0,1,0,9846.7742,0,20688.172
53,12,0,0,1,0,9893.3226,0,5172.043
21,12,0,0,1,0,10204.839,0,12560.676
24,13,1,0,1,0,10741.935,0,31097.278
21,12,0,0,1,0,10741.935,0,6649.7696
24,12,0,0,1,0,11074.935,0,13742.857
21,12,0,0,0,0,11637.097,0,10048.541
23,14,0,0,1,0,11637.097,0,25121.352
28,12,0,0,1,0,12532.258,0,0
28,12,0,0,1,0,12532.258,0,0
25,17,0,0,1,0,12621.774,0,28963.441
23,13,0,0,1,0,13427.419,0,16254.992
30,12,0,0,1,0,13635.097,0,26599.078
23,12,0,0,1,0,13785.484,0,14186.175
26,12,0,0,1,0,14322.581,0,20688.172
21,12,1,0,1,0,14322.581,0,16254.992
26,12,0,0,1,0,14322.581,0,17732.719
25,12,1,0,1,0,14322.581,0,21427.035
22,12,0,0,1,0,14465.806,0,18102.151
28,16,0,0,1,0,15217.742,0,20688.172
22,13,1,0,1,0,15217.742,0,0
24,16,0,0,1,0,16112.903,0,31032.258
27,15,1,0,0,0,16744.887,0,18442.028
19,12,0,0,0,0,19335.484,0,16254.992
38,14,0,0,1,0,19693.548,0,0
38,14,0,0,0,0,21483.871,0,7388.6329
45,12,0,0,1,0,11270.081,0,16822.439
26,12,1,0,1,0,14150.71,0,16342.178
31,16,0,0,1,0,9846.7742,0,5390.7465
25,13,1,0,1,0,13824.871,0,12656.728
25,14,0,0,1,0,14322.581,0,14777.266
22,12,0,0,1,0,16025.177,0,13151.767
36,12,0,0,1,0,13964.516,0,13299.539
27,12,0,0,1,0,14322.581,0,20142.891
33,12,0,0,1,0,16112.903,0,24382.488
27,12,0,0,1,0,23274.194,0,26599.078
30,12,1,0,1,0,10741.935,0,18962.187
46,12,0,0,1,0,11637.097,0,11230.722
23,14,0,0,1,0,12532.258,0,14186.175
25,16,0,0,1,0,13606.452,0,21427.035
27,14,0,0,1,0,16829.032,0,25178.983
49,16,0,0,1,0,12353.226,0,12560.676
22,12,0,0,1,0,12532.258,0,14369.413
28,16,0,0,1,0,21483.871,0,23495.853
24,12,1,0,1,0,19693.548,0,19210.445
37,17,1,0,1,0,1306.9355,0,4236.6421
22,13,0,0,0,0,12532.258,0,17732.719
23,17,0,0,0,0,14322.581,0,28076.805
23,12,1,0,0,0,14322.581,0,20688.172
26,12,0,0,1,0,14322.581,0,14925.038
22,12,0,0,0,0,16112.903,0,21131.49
31,14,0,0,1,0,17724.194,0,29850.077
31,14,0,0,1,0,17724.194,0,29850.077
54,12,0,0,1,0,17894.274,0,19343.441
25,16,1,0,1,0,18261.29,0,10521.413
28,12,1,0,1,0,19693.548,0,17732.719
19,13,0,0,1,0,19693.548,0,28815.668
26,17,0,0,1,0,25064.516,0,26599.078
28,12,0,0,1,0,7161.2903,0,16254.992
20,12,0,0,1,0,2363.2258,0,14777.266
26,12,0,0,1,0,11100,0,22165.899
25,17,0,0,1,0,22379.032,0,36943.164
24,12,0,0,1,0,13964.516,0,41571.404
22,12,0,0,1,0,8951.6129,0,13595.084
27,17,0,0,1,0,10741.935,0,29554.531
26,12,0,0,1,0,12174.194,0,12687.76
27,12,1,0,1,0,12353.226,0,11526.267
19,12,0,0,1,0,12532.258,0,24382.488
29,17,0,0,1,0,19693.548,0,0
20,12,0,0,1,0,8772.5806,0,17289.401
25,12,0,0,1,0,14202.629,0,14777.266
29,16,0,0,1,0,5370.9677,0,17732.719
23,14,0,0,0,0,12174.194,0,14777.266
28,12,0,0,1,0,12532.258,0,10935.177
30,14,0,0,1,0,14322.581,0,14777.266
26,16,1,0,1,0,19693.548,0,19934.531
24,12,0,1,1,0,16470.968,0,21035.438
22,12,1,0,1,0,13427.419,0,12560.676
27,12,0,0,1,0,15833.613,0,13246.341
22,12,1,0,1,0,17903.226,0,13299.539
42,13,0,0,1,0,0,0,33987.711
22,12,1,0,1,0,0,0,664.97696
47,12,0,0,1,0,0,0,12560.676
26,12,0,0,1,0,716.12903,0,22904.762
21,12,0,0,1,0,3222.5806,0,14038.402
25,16,0,0,0,0,6042.3387,0,0
25,12,1,0,1,0,8235.4839,0,17732.719
23,12,0,0,0,0,10741.935,0,15959.447
33,12,1,0,0,0,11100,0,9605.2227
55,16,1,0,1,0,11995.161,0,23531.318
47,12,1,0,1,0,12433.79,0,14777.266
20,12,1,0,1,0,12532.258,0,8866.3594
26,12,1,0,1,0,12532.258,0,11821.813
31,12,0,0,1,0,12532.258,0,14777.266
30,12,0,0,1,0,12532.258,0,2563.8556
21,12,1,0,0,0,13339.694,0,11651.874
28,17,0,0,1,0,13427.419,0,6827.0968
24,12,0,0,1,0,13427.419,0,17732.719
28,12,0,0,1,0,13606.452,0,19210.445
23,12,0,0,0,0,14322.581,0,22165.899
35,12,0,0,0,0,15038.71,0,26599.078
27,14,0,0,1,0,15217.742,0,13447.312
23,12,0,0,1,0,15754.839,0,24205.161
24,12,1,0,1,0,16112.903,0,16254.992
24,12,0,0,1,0,16112.903,0,16254.992
39,12,1,0,1,0,17008.065,0,14629.493
33,12,0,0,1,0,18082.258,0,26081.874
45,14,0,0,1,0,19102.742,0,30145.622
45,14,0,0,1,0,19102.742,0,30145.622
27,12,1,0,1,0,19425,0,25860.215
45,17,0,0,1,0,23095.161,0,6649.7696
23,16,0,0,0,0,25601.613,0,31623.349
26,17,0,0,1,0,29540.323,0,29554.531
27,14,1,0,0,0,17036.71,0,20688.172
21,14,0,0,1,0,8777.9516,0,591.09063
20,12,0,0,1,0,14322.581,0,19653.763
29,12,0,0,1,0,7161.2903,0,19210.445
22,12,0,1,1,0,8611.4516,0,16218.049
24,12,0,0,0,0,13427.419,0,19210.445
27,12,0,0,1,0,14859.677,0,15072.811
23,12,0,0,1,0,11100,0,14777.266
24,16,0,0,1,0,24706.452,0,37829.8
23,16,0,0,0,0,6266.129,0,2955.4531
33,14,0,0,1,0,14322.581,0,17732.719
21,12,0,0,0,0,17903.226,0,22165.899
23,12,0,0,1,0,23453.226,0,0
20,12,1,0,1,0,17903.226,0,14777.266
24,12,0,0,1,0,19693.548,0,7388.6329
29,12,1,0,1,0,15396.774,0,14777.266
34,12,0,0,1,0,14322.581,0,10048.541
44,12,0,0,1,0,14424.629,0,14579.25
23,12,0,0,1,0,19335.484,0,19210.445
26,14,1,0,1,0,17187.097,0,21678.249
51,12,0,0,1,0,19245.968,0,17732.719
41,12,0,0,1,0,23274.194,0,26599.078
37,13,0,0,1,0,8951.6129,0,17732.719
26,16,0,0,1,0,11637.097,0,20688.172
24,12,1,0,1,0,11816.129,0,11821.813
22,14,1,0,1,0,12532.258,0,21397.481
